EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,END_DATE,END_TIME,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER
662882,METROPOLITAN MIAMI-DADE (ZONE), ,10/06/2016,900,Tropical Depression, , ,0,0,0,0,FL,EST-5, ,110600,Z,74,MFL,0,0,Emergency Manager, , , , , , , , ,10/06/2016,1930, , , , ,"Hurricane Matthew produced sustained winds generally between 25 and 35 mph across metropolitan Miami County throughout the morning and afternoon hours of October 6th. A peak gust of 50 mph was measured at a Weatherbug station at Miami Senior High School during the late morning hours. Most peak wind gusts across the area were in the 40 to 45 mph range. These winds produced a few downed trees across the county resulting in over 16,000 customers without power across the county at the peak of the event. Voluntary evacuations were ordered for residents in low-lying areas and mobile homes, and a total of 700 people took shelter in county shelters during the event. Wind damage estimates for all Miami-Dade County zones are included in the Coastal Miami-Dade County entry.","Major Hurricane Matthew moved northwest across the Central Bahamas during the day on October 6th, making it's closest approach to the East coast of South Florida during the early morning hours of October 7th. The hurricane brought tropical storm force gusts to Palm Beach, Broward, and Miami-Dade counties, resulting in scattered trees and power lines down that led to numerous power outages. High seas and storm surge also brought moderate beach erosion and pier damage in Broward and Palm Beach Counties and minor beach erosion in Miami-Dade county. The following inundation values (height above mean higher high water) were measured along the coast: Lake Worth Pier: 1.49 feet and Virginia Key: 1.083 feet. Rainfall generally ranged from 2 to 3 inches with no impacts from inland flooding. ||The collective effects of Hurricane Matthew in Palm Beach, Broward, and Miami-Dade counties on October 6-7 resulted in about $32 million in beach-related damage and about $2 million in wind damage. ||County by county impacts are as follows:||In Palm Beach County, trees were downed across the county, most numerous in the northern part of the county from Palm Beach Gardens to Jupiter and Tequesta. Winds also ripped multiple awnings off storefronts within the Downtown area of West Palm Beach. Tree and power line damage resulted in up to 71,000 customers without power at the peak of the event. Moderate beach erosion was reported along county beaches with the most significant erosion from Singer Island to Tequesta. Estimated damage to beaches is around $21 million. Evacuations were recommended for residents of the county barrier islands and mobile-home parks, and many areas east of the US 1 corridor within the county. A few cities also issued mandatory evacuations for their jurisdictions. A total of 6387 people took shelter in county shelters during the event. Wind damage totals are estimated around $1.3 million dollars. ||In Broward County, the rough seas and beach erosion led to damage to the Deerfield Beach Pier. Trees and power lines were downed across the county, resulting in 11,000 customers without power at the peak of the storm. Voluntary evacuations were ordered for residents in low-lying areas and mobile homes.||In Miami-Dade County, a few trees and power lines were downed, resulting in over 16,000 customers without power at the peak of the event. Damages were estimated at $1.2 million dollar across the county. Voluntary evacuations were ordered for residents in low-lying areas and mobile homes, and a total of 700 people took shelter in county shelters during the event.",254
661498,COASTAL MIAMI-DADE COUNTY (ZONE), ,10/12/2016,1600,Coastal Flood, , ,0,0,0,0,FL,EST-5, ,110607,Z,173,MFL,0,0,Newspaper, , , , , , , , ,10/12/2016,1800, , , , ,"Tidal flooding led to water halfway up wheel well of parked cars in lowest level of parking garage at 1441 Lincoln Road in Miami Beach.","The combination of higher than normal tidal departures coupled with the annual spring tide (King Tides) brought minor flooding at high tides for a week during mid-October. Vulnerable locations along the Broward and Miami-Dade coast saw flooding of several locations such as streets, sea walls, and docks.",255
661499,COASTAL MIAMI-DADE COUNTY (ZONE), ,10/12/2016,1600,Coastal Flood, , ,0,0,0,0,FL,EST-5, ,110607,Z,173,MFL,0,0,Public, , , , , , , , ,10/12/2016,1800, , , , ,"Photo shows several inches of salt water flooding at high tide in parking lot at Matheson Hammock State Park.","The combination of higher than normal tidal departures coupled with the annual spring tide (King Tides) brought minor flooding at high tides for a week during mid-October. Vulnerable locations along the Broward and Miami-Dade coast saw flooding of several locations such as streets, sea walls, and docks.",256
661500,COASTAL MIAMI-DADE COUNTY (ZONE), ,10/13/2016,500,Coastal Flood, , ,0,0,0,0,FL,EST-5, ,110607,Z,173,MFL,0,0,Broadcast Media, , , , , , , , ,10/13/2016,700, , , , ,"Saltwater coming from sewer drains at high tide led to flooding along Miami Beach near 40th street and Royal Palm Avenue.","The combination of higher than normal tidal departures coupled with the annual spring tide (King Tides) brought minor flooding at high tides for a week during mid-October. Vulnerable locations along the Broward and Miami-Dade coast saw flooding of several locations such as streets, sea walls, and docks.",257
661502,COASTAL MIAMI-DADE COUNTY (ZONE), ,10/13/2016,530,Coastal Flood, , ,0,0,0,0,FL,EST-5, ,110607,Z,173,MFL,0,0,Social Media, , , , , , , , ,10/13/2016,730, , , , ,"Water coming over sea wall during high tide along Bonita Drive south of 71st Street in Miami Beach.","The combination of higher than normal tidal departures coupled with the annual spring tide (King Tides) brought minor flooding at high tides for a week during mid-October. Vulnerable locations along the Broward and Miami-Dade coast saw flooding of several locations such as streets, sea walls, and docks.",258
661506,COASTAL MIAMI-DADE COUNTY (ZONE), ,10/13/2016,1726,Coastal Flood, , ,0,0,0,0,FL,EST-5, ,110607,Z,173,MFL,0,0,NWS Employee, , , , , , , , ,10/13/2016,1926, , , , ,"Saltwater coming through sewer drains at high tide lead to minor flooding along Biscayne Blvd near the Arsht Center.","The combination of higher than normal tidal departures coupled with the annual spring tide (King Tides) brought minor flooding at high tides for a week during mid-October. Vulnerable locations along the Broward and Miami-Dade coast saw flooding of several locations such as streets, sea walls, and docks.",259
661520,METROPOLITAN MIAMI-DADE (ZONE), ,10/13/2016,1805,Coastal Flood, , ,0,0,0,0,FL,EST-5, ,110607,Z,74,MFL,0,0,Social Media, , , , , , , , ,10/13/2016,2005, , , , ,"Flooding at high tide from the Miami River lead to standing water in street along NW North River Drive near the NW 12th Avenue Bridge in Miami.","The combination of higher than normal tidal departures coupled with the annual spring tide (King Tides) brought minor flooding at high tides for a week during mid-October. Vulnerable locations along the Broward and Miami-Dade coast saw flooding of several locations such as streets, sea walls, and docks.",260
661523,COASTAL MIAMI-DADE COUNTY (ZONE), ,10/15/2016,1956,Coastal Flood, , ,0,0,0,0,FL,EST-5, ,110608,Z,173,MFL,0,0,NWS Employee, , , , , , , , ,10/15/2016,2150, , , , ,"A combination of heavy rainfall and high tide lead to street flooding in the Edgewater area of Miami as reported by a off duty NWS employee.","The combination of higher than normal tidal departures coupled with the annual spring tide (King Tides) continued to bring minor flooding at high tides during mid-October. Vulnerable locations along the Broward and Miami-Dade coast saw flooding of several locations such as streets, sea walls, and docks.",261
661526,COASTAL MIAMI-DADE COUNTY (ZONE), ,10/15/2016,2000,Coastal Flood, , ,0,0,0,0,FL,EST-5, ,110608,Z,173,MFL,0,0,Emergency Manager, , , , , , , , ,10/15/2016,2050, , , , ,"A combination of heavy rainfall and high tides led to numerous flooded roadways across Miami Beach during the evening hours. Reports were received via Social Media, Miami Beach Emergency Management, and off-duty NWS employees of several inches of water across roads and sidewalks on such roads as as 20th, 24th, 50th, and 53rd Streets as well as on Collins Avenue and Alton Road. Flooding was also reported in the lower level of the parking garage located at the west end of Lincoln Road along the bayside of Miami Beach.","The combination of higher than normal tidal departures coupled with the annual spring tide (King Tides) continued to bring minor flooding at high tides during mid-October. Vulnerable locations along the Broward and Miami-Dade coast saw flooding of several locations such as streets, sea walls, and docks.",262
661531,COASTAL MIAMI-DADE COUNTY (ZONE), ,10/16/2016,830,Coastal Flood, , ,0,0,0,0,FL,EST-5, ,110608,Z,173,MFL,0,0,Social Media, , , , , , , , ,10/16/2016,1030, , , , ,"Salt water flooding at high tide at Matheson Hammock Park led to 8 inches of water in normally dry areas.","The combination of higher than normal tidal departures coupled with the annual spring tide (King Tides) continued to bring minor flooding at high tides during mid-October. Vulnerable locations along the Broward and Miami-Dade coast saw flooding of several locations such as streets, sea walls, and docks.",263
661538,COASTAL MIAMI-DADE COUNTY (ZONE), ,10/17/2016,807,Coastal Flood, , ,0,0,0,0,FL,EST-5, ,110608,Z,173,MFL,0,0,Social Media, , , , , , , , ,10/17/2016,1007, , , , ,"Saltwater flooding led to several inches of water covering the entire intersection of Brickell Bay Drive and SE 12th Street in the Brickell area of Miami.","The combination of higher than normal tidal departures coupled with the annual spring tide (King Tides) continued to bring minor flooding at high tides during mid-October. Vulnerable locations along the Broward and Miami-Dade coast saw flooding of several locations such as streets, sea walls, and docks.",264
661536,COASTAL MIAMI-DADE COUNTY (ZONE), ,10/17/2016,830,Coastal Flood, , ,0,0,0,0,FL,EST-5, ,110608,Z,173,MFL,0,0,Social Media, , , , , , , , ,10/17/2016,1030, , , , ,"Salt water flooding at high tide at Matheson Hammock Park led to several inches of water in normally dry areas such as the parking lot.","The combination of higher than normal tidal departures coupled with the annual spring tide (King Tides) continued to bring minor flooding at high tides during mid-October. Vulnerable locations along the Broward and Miami-Dade coast saw flooding of several locations such as streets, sea walls, and docks.",265
661539,COASTAL MIAMI-DADE COUNTY (ZONE), ,10/18/2016,830,Coastal Flood, , ,0,0,0,0,FL,EST-5, ,110608,Z,173,MFL,0,0,Social Media, , , , , , , , ,10/18/2016,1030, , , , ,"Photo received via social media shows minor saltwater flooding at high tide near 30th Street and Collins Avenue in Miami Beach. Water is only covering the low spots in the roadway.","The combination of higher than normal tidal departures coupled with the annual spring tide (King Tides) continued to bring minor flooding at high tides during mid-October. Vulnerable locations along the Broward and Miami-Dade coast saw flooding of several locations such as streets, sea walls, and docks.",266
661540,COASTAL MIAMI-DADE COUNTY (ZONE), ,10/20/2016,830,Coastal Flood, , ,0,0,0,0,FL,EST-5, ,110608,Z,173,MFL,0,0,Social Media, , , , , , , , ,10/20/2016,1030, , , , ,"Several boat docks were flooded at high tide in Sunny Isles.","The combination of higher than normal tidal departures coupled with the annual spring tide (King Tides) continued to bring minor flooding at high tides during mid-October. Vulnerable locations along the Broward and Miami-Dade coast saw flooding of several locations such as streets, sea walls, and docks.",267
665694,COASTAL MIAMI-DADE COUNTY (ZONE), ,11/12/2016,1900,Coastal Flood, , ,0,0,0,0,FL,EST-5, ,111035,Z,173,MFL,0,0,Social Media, , , , , , , , ,11/12/2016,2100, , , , ,"Photos recieved via twitter show Matheson Hammock Park parking lot and beach flooded with evening high tide.","The combination of higher than normal tidal departures coupled with  coupled with the annual perigean spring tide brought minor flooding at high tides for a weekend during mid-November. Vulnerable areas along the Broward, Miami-Dade and Palm Beach coast saw flooding of of streets and walkways.",268
665697,COASTAL MIAMI-DADE COUNTY (ZONE), ,11/14/2016,700,Coastal Flood, , ,0,0,0,0,FL,EST-5, ,111035,Z,173,MFL,0,0,Social Media, , , , , , , , ,11/14/2016,900, , , , ,"Photos received via social media showed Matheson Hammock Park beach and parking lot flooded at morning high tide.","The combination of higher than normal tidal departures coupled with  coupled with the annual perigean spring tide brought minor flooding at high tides for a weekend during mid-November. Vulnerable areas along the Broward, Miami-Dade and Palm Beach coast saw flooding of of streets and walkways.",269
662540,MIAMI-DADE CO.,SWEET WATER,11/14/2016,1625,Funnel Cloud, , ,0,0,0,0,FL,EST-5, ,111037,C,86,MFL,0,0,NWS Employee, , , ,9,W,9,W,SWEET WATER,11/14/2016,1655,25.79,-80.51,25.79,-80.51,"A funnel cloud was reported by an NWS employee located 5 miles northeast of his vehicle while driving on US-41. The funnel cloud lasted from 425 PM EST until 455 PM EST and never touched down.","Weak northeasterly flow ahead of a cold front, with a weak disturbance aloft provided enough instability for scattered showers to form over the Atlantic waters and spread over the metro areas. One of these showers produced a funnel cloud.",270
673868,MIAMI-DADE CO.,MIAMI NEW TAMIAMI AR,01/23/2017,310,Thunderstorm Wind,52.00, ,0,0,0,0,FL,EST-5,EG,112797,C,86,MFL,0,0,Park/Forest Service, , , ,22,WNW,22,WNW,MIAMI NEW TAMIAMI AR,01/23/2017,310,25.76,-80.77,25.76,-80.77,"Several large tree branches down in Shark Valley National Park.","A strong squall line intensified well ahead of a cold front over the eastern Gulf of Mexico during the early morning hours of January 23rd. The line produced tornadoes in Palm Beach and Miami-Dade counties. In addition to the tornadoes, straight line wind gusts of 60 mph or greater occurred in Broward and Miami-Dade counties. An estimated 40,000 to 50,000 customers lost power in South Florida.",271
673859,MIAMI-DADE CO.,MEDLEY,01/23/2017,345,Tornado, ,EF1,0,0,0,0,FL,EST-5, ,112797,C,86,MFL,0,0,NWS Storm Survey, ,2.79,123,1,SSW,1,NNW,MIAMI SPGS,01/23/2017,348,25.8162,-80.3258,25.8334,-80.2853,"A tornado touched down just west of the Palmetto Expressway in the Doral Gardens complex near NW 79th Avenue and NW 48th Street, causing minor roof damage to an apartment building. The tornado then moved ENE and touched back down on the east side of the Palmetto Expressway in a warehouse district from NW 50th Street to NW 52nd Street between NW 74th and 69th avenues. In this area, EF-0 to borderline EF-1 damage (75-85 mph winds) was noted. A tractor trailer was overturned, at least 2 dozen empty cargo containers were moved, and minor roof damage occurred to an office building. ||The tornado then moved NE and crossed into Miami Springs. Primarily impacted was the Bird District between Shadow and Ludlum Avenues and Falcon and Dove Avenues. The worst damage was on the 1100 block of Falcon, Plover and Wren consisting of loss of roof covering material and downed trees. Winds were likely in the EF-1 range (90-95 mph) in this area. Damage was observed along a NE path along the remainder of the Miami Springs portion of the path, with most of the damage east of Hammond Drive to Okeechobee Road consisting of downed power lines and trees (EF-0). ||After crossing Okeechobee Road, the tornado entered the City of Hialeah and caused damage to the area from Red Road to W 2nd Avenue between West 10th and 13th streets. Four two-story apartment buildings sustained roof damage of EF-1 intensity (up to 95 mph). The tornado passed very close to a water plant, but no damage was noted there. The tornado lifted near W 2nd Avenue and W 13th Street. A total of 13 families were left homeless in Hialeah and required Red Cross assistance.||No damage estimated were received.","A strong squall line intensified well ahead of a cold front over the eastern Gulf of Mexico during the early morning hours of January 23rd. The line produced tornadoes in Palm Beach and Miami-Dade counties. In addition to the tornadoes, straight line wind gusts of 60 mph or greater occurred in Broward and Miami-Dade counties. An estimated 40,000 to 50,000 customers lost power in South Florida.",272
673864,MIAMI-DADE CO.,MEDLEY,01/23/2017,346,Thunderstorm Wind,65.00, ,0,0,0,0,FL,EST-5,EG,112797,C,86,MFL,0,0,Broadcast Media, , , ,1,S,1,S,MEDLEY,01/23/2017,346,25.82,-80.32,25.82,-80.32,"A tractor trailer was overturned near NW 50th Street and 74th avenue in Miami-Dade reported by news media.","A strong squall line intensified well ahead of a cold front over the eastern Gulf of Mexico during the early morning hours of January 23rd. The line produced tornadoes in Palm Beach and Miami-Dade counties. In addition to the tornadoes, straight line wind gusts of 60 mph or greater occurred in Broward and Miami-Dade counties. An estimated 40,000 to 50,000 customers lost power in South Florida.",273
673862,MIAMI-DADE CO.,MIAMI SHRS,01/23/2017,355,Thunderstorm Wind,61.00, ,0,0,0,0,FL,EST-5,EG,112797,C,86,MFL,0,0,Social Media, , , ,1,NNW,1,NNW,MIAMI SHRS,01/23/2017,355,25.8831,-80.2066,25.8831,-80.2066,"Downed power lines along with gates and mailboxes blown down near NW 118th street and NW 5th avenue reported via twitter.","A strong squall line intensified well ahead of a cold front over the eastern Gulf of Mexico during the early morning hours of January 23rd. The line produced tornadoes in Palm Beach and Miami-Dade counties. In addition to the tornadoes, straight line wind gusts of 60 mph or greater occurred in Broward and Miami-Dade counties. An estimated 40,000 to 50,000 customers lost power in South Florida.",274
673865,MIAMI-DADE CO.,KEY BISCAYNE,01/23/2017,420,Thunderstorm Wind,56.00, ,0,0,0,0,FL,EST-5,EG,112797,C,86,MFL,0,0,Park/Forest Service, , , ,4,E,4,E,KEY BISCAYNE,01/23/2017,420,25.67,-80.16,25.67,-80.16,"Multiple trees were blown over by thunderstorm wind at Bill Baggs Cape Florida State Park.","A strong squall line intensified well ahead of a cold front over the eastern Gulf of Mexico during the early morning hours of January 23rd. The line produced tornadoes in Palm Beach and Miami-Dade counties. In addition to the tornadoes, straight line wind gusts of 60 mph or greater occurred in Broward and Miami-Dade counties. An estimated 40,000 to 50,000 customers lost power in South Florida.",275
692706,COASTAL MIAMI-DADE COUNTY (ZONE), ,04/28/2017,1830,Rip Current, , ,1,2,0,0,FL,EST-5, ,115376,Z,173,MFL,0,0,Broadcast Media, , , , , , , , ,04/28/2017,1830, , , , ,"Five swimmers became distressed while encountering rip currents along coast in Miami Beach, near 43rd Street and Collins Avenue around 730pm. Two women were able to swim ashore and required no further assistance. One male was also able to make it to shore, but was transported to the hospital in addition to another male who was rescued by police and firefighters for evaluation. A third male was brought to shore, but was pronounced dead at the hospital.","Strong east winds brought rough seas and rip currents to all Atlantic beaches during the day. Several swimmers were caught in a rip current along the Miami-Dade County coast, resulting in several injuries and a fatality.",276
697993,MIAMI-DADE CO.,HOMESTEAD GEN AVN AR,05/26/2017,1530,Funnel Cloud, , ,0,0,0,0,FL,EST-5, ,116125,C,86,MFL,0,0,Public, , , ,3,S,3,S,HOMESTEAD GEN AVN AR,05/26/2017,1533,25.46,-80.55,25.46,-80.55,"A member of the public reported a brief funnel cloud west of Homestead. The funnel never extended to the ground.","A weakening front over extreme southern portions of Miami-Dade county generated a few showers and thunderstorms. Enhanced moisture and convergence associated with the boundary and sea breeze interactions allowed for a funnel cloud to form west of Homestead.",277
710244,MIAMI-DADE CO.,MIAMI SPGS,06/02/2017,840,Heavy Rain, , ,0,1,20000,0,FL,EST-5, ,118041,C,86,MFL,0,0,Broadcast Media, , , ,1,NNW,1,NNW,MIAMI SPGS,06/02/2017,1030,25.8286,-80.2854,25.8286,-80.2854,"A roof under construction along West 2nd Avenue in Hialeah began leaking and collapsed partially due to heavy rainfall, displacing 15 people in 6 families. A 10 month old child suffered facial injuries in the collapse and was transported to the hospital in stable condition.","Deep and moist southeasterly flow brought a round of heavy morning showers from the Atlantic into the Miami-Dade metro area during the morning hours, leading to flooding of streets across Miami, and a partial collapse of a roof under construction.",278
710240,MIAMI-DADE CO.,(MIA)MIAMI INTL,06/02/2017,840,Flash Flood, , ,0,0,10000,0,FL,EST-5, ,118041,C,86,MFL,0,0,Social Media,Heavy Rain, , ,2,SW,2,N,CORAL WAY VLG,06/02/2017,1030,25.7785,-80.2995,25.7756,-80.2981,"Widespread amounts of 2 to 4 inches fell across the Miami-Dade metropolitan area during the morning hours of June 2, generally during the morning rush hour. Nearly 5 inches of rain were measured in a few locations, most notably at Miami International Airport. This lead to flooding of several streets across the area, with multiple cars inundated with floodwaters at the NW 62nd Avenue and 7th Street intersection.","Deep and moist southeasterly flow brought a round of heavy morning showers from the Atlantic into the Miami-Dade metro area during the morning hours, leading to flooding of streets across Miami, and a partial collapse of a roof under construction.",279
716050,MIAMI-DADE CO.,ALADDIN CITY,07/16/2017,1348,Funnel Cloud, , ,0,0,0,0,FL,EST-5, ,119250,C,86,MFL,0,0,ASOS, , , ,6,NW,6,NW,ALADDIN CITY,07/16/2017,1348,25.63,-80.53,25.63,-80.53,"An observer at Miami Executive Airport (KTMB) reported a funnel cloud 6 miles west of the airport.","A tropical wave moved across the area producing showers and thunderstorms. Heavy rainfall produced some minor flooding that caused a highway road closure in Collier County. Also, a few of these storms produced funnel clouds over parts of interior South Florida.",280
716461,MIAMI-DADE CO.,MIAMI LAKE,07/21/2017,1150,Flood, , ,0,0,0,0,FL,EST-5, ,119337,C,86,MFL,0,0,Trained Spotter,Heavy Rain, , ,2,SW,2,SW,MIAMI LAKE,07/21/2017,1150,25.9,-80.32,25.8998,-80.3209,"Heavy rainfall caused flooding closing the ramp connecting the Palmetto Expressway at SR 826 and Interstate 75.","A deep trough moving across the eastern seaboard with southerly flow brought abundant tropical moisture to South Florida from the Caribbean. Heavy rainfall led to to some flooding of roadways. Some storms were strong enough to cause tree damage in Palm Beach County.",281
716468,COASTAL MIAMI-DADE COUNTY (ZONE), ,07/25/2017,1100,Heat, , ,0,15,0,0,FL,EST-5, ,119338,Z,173,MFL,0,0,Lifeguard, , , , , , , , ,07/25/2017,1700, , , , ,"Miami Beach Ocean Rescue reported up to 15 heat related illnesses occurred throughout the day due to high heat and heat indices. No one was transported to a local hospital just treated locally at the beach.","High pressure in place with abundant moisture led to high temperatures and dewpoints. This led to the heat index reaching 108-110 degrees. With these high heat indices many people were treated for heat related illness at Miami Beach.",282
718505,MIAMI-DADE CO.,MIAMI,08/02/2017,1450,Flash Flood, , ,0,0,1000000,0,FL,EST-5, ,119837,C,86,MFL,0,0,Emergency Manager,Heavy Rain, , ,2,SW,3,S,BISCAYNE PARK,08/02/2017,1800,25.7517,-80.2146,25.7245,-80.1411,"Several rounds of strong storms and heavy rain fell across Miami-Dade County during the afternoon and early evening hours of August 1st. Activity initially streamed across Miami Beach, Key Biscayne and Downtown Miami just after 2 PM, then redeveloped farther to the west and southwest across The Redland, Kendall, Palmetto Bay and Pinecrest later in the afternoon. Rainfall totals of 4-6 inches were widespread in these areas, with isolated amounts of 7-8 inches. Virtually all of this rain fell in a three-hour period during the mid and late afternoon ending around 6 PM. Numerous reports of flood waters entering businesses, homes, apartment lobbies and parking garages were received across Miami Beach during the event. Water was 1 to 2 feet deep on streets in many areas of South Beach, including Purdy Avenue, West Avenue, Alton Road, Pennsylvania Avenue, Meridian Avenue, Collins Avenue, Washington Avenue and Indian Creek Drive. Numerous vehicles stalled in these streets and others across the city. Across the City of Miami, especially Downtown Miami, more than 10 businesses, stores and buildings in the vicinity of Mary Brickell Village had at least 1 to 4 inches of water inside their structures. This includes stores and businesses on SW 10th Street between S. Miami Avenue and SW 1st Avenue. SW 10th street was also closed for half a block due to deep water. Across the remainder of the county, there were reports of more minor street flooding along neighborhood streets.","A departing Tropical Depression Emily left an elongated trough across South Florida in the during the day of August 1st. Daytime heating along with this trough triggered several rounds of strong storms and heavy rainfall across Miami-Dade County. This activity remained nearly stationary for a number of hours, leading to significant flooding across portions of the county.",283
718491,MIAMI-DADE CO.,HOMESTEAD GEN AVN AR,08/14/2017,1341,Lightning, , ,0,1,0,0,FL,EST-5, ,119840,C,86,MFL,0,0,Broadcast Media, , , ,1,N,1,N,HOMESTEAD GEN AVN AR,08/14/2017,1341,25.51,-80.55,25.51,-80.55,"A 31-year old male was injured by a lightning strike while sitting in a white Dodge Ram truck at 241 PM EDT in southwest Miami-Dade County near the intersection of SW 272nd Street and SW 224th Avenue. The victim was transported to Homestead Hospital in unknown condition.","A construction worker was injured by thunderstorms developing along the east coast seabreeze during the early afternoon hours.",284
723287,FAR SOUTH MIAMI-DADE COUNTY (ZONE), ,09/09/2017,800,Hurricane, , ,0,0,0,0,FL,EST-5, ,120690,Z,174,MFL,0,0,NWS Storm Survey, , , , , , , , ,09/10/2017,2000, , , , ,"Hurricane Irma produced maximum sustained winds of 60 to 75 mph across inland and far southern sections of Miami-Dade County, with a maximum sustained wind reading of 76 mph five miles southwest of Florida City. Wind gusts to hurricane force were observed across the entire area, with highest gust of 90 mph measured at Royal Palm Ranger Station in the Everglades. There was widespread damage to trees, fences and power poles, with limited damage to structures. Information on death toll, damage estimates, customers without power and people in evacuation shelters is contained in the event summary for Metropolitan Miami-Dade County.","Major Hurricane Irma made landfall in Southwest Florida on Marco Island as a Category 3 hurricane around 330 PM EDT on September 10th. The storm traveled north through southwest Florida through the evening. Effects from Irma were felt across South Florida from September 9th through September 11th. Irma had reached Category 5 strength and a minimum central pressure of 914 MB east of the Bahamas, maintaining Category 5 intensity until landfall along the north coast of Cuba on September 9th. Irma made its first Florida landfall in the Lower Florida Keys early on September 10th as a Category 4 hurricane. ||The strength and size of Hurricane Irma allowed for impacts to be felt across all of South Florida. Irma brought widespread wind damage, heavy rainfall and storm surge to all areas. Hurricane-force sustained wind were measured in much of Collier County, as well as far southern and inland Miami-Dade County, with the possibility of additional hurricane-force sustained wind in more isolated areas over the remainder of South Florida where widespread tropical storm force sustained wind occurred. Gusts to hurricane force were felt over all of South Florida, with the maximum measured wind gust of 142 mph in Naples in Collier County. Widespread tree damage and some structural damage occurred across all of South Florida, with most structural damage on the minor side.||Irma brought a significant storm surge on both coasts of South Florida. Storm surge of 6 to 8 feet was observed in the Everglades City and Goodland areas of Collier County, with 3 to 5 feet from Marco Island to Naples. Along the east coast, observed storm surge values of 4 to 6 feet were noted along Biscayne Bay from south of Miami to Homestead, and 2 to 4 feet elsewhere along the east coast from Key Biscayne to Palm Beach.||Hurricane Irma brought widespread rainfall and some flooding across the region. From the period between 8 AM EDT September 9th and 8 AM EDT September 11th, 8 to 15 inches of rain were measured over interior portions of Southwest Florida, with estimated amounts of 16 to 20 inches in southwestern Hendry County. This rainfall near the end of a wet summer led to significant flooding over these areas. 5 to 10 inches of rain were noted elsewhere across South Florida, with areas of minor to moderate flooding. ||32 deaths were attributed to Irma in southern Florida, all but one indirect. The only direct death was an 86-year-old man who was knocked down by a gust of wind while opening the front door of his home in Broward County. Most of the deaths occurred during cleanup after the storm, as well as several as a result of carbon monoxide poisoning from misuse of generators. Initial and incomplete damage estimate across the area is estimated to be around $800 million, but in all likelihood will be much higher once damage assessments are completed. $222.5 million in damage came in from Collier County, and about $300 million from Palm Beach County. About $255 million came from the agricultural community in Miami-Dade County.||Total number of people who were at county evacuation shelters were as follows: Miami-Dade County - 31,092, Palm Beach County - 17,263, Collier County - 17,040, Broward County - 17,000, Hendry County - 3,000||Total number of customers without power were as follows: Miami-Dade County - 888,530, Broward County - 689,000, Palm Beach County- 566,240, Collier County -  197,630, Hendry County - 9,700, Glades County - 1,670.",285
